ID,ID_клиента,фамилия,кредитный_рейтинг,город,пол,возраст,стаж_в_банке,баланс_депозита,число_продуктов,есть_кредитка,активный_клиент,оценочная_зарплата,ушел_из_банка
12764,15641655,Тестов75,569,Алматы,Female,21,10,,2,1,0,36221.18,0
12765,15676521,Тестов102,694,Астана,Male,36,5,,2,1,1,71159.84,0
12766,15797194,Тестов626,726,Атырау,Male,52,8,170557.91,2,1,1,89972.25,0
12767,15815295,Тестов527,609,Алматы,Female,58,9,110738.89,1,0,1,92888.52,1
12768,15595039,Тестов606,613,Алматы,Male,49,2,,2,0,0,62722.44,0
12769,15650391,Тестов314,697,Алматы,Male,37,1,,2,1,0,170893.85,0
12770,15594762,Тестов289,682,Алматы,Female,27,6,113923.41,1,1,0,166678.28,0
12771,15777825,Тестов286,682,Астана,Male,36,5,141786.78,1,1,1,182372.35,0
12772,15646859,Тестов81,648,Атырау,Female,39,2,98433.89,1,0,0,123953.88,0
12773,15692931,Тестов298,571,Алматы,Male,28,9,,2,1,1,91340.02,0
12774,15777599,Калжанов,588,Алматы,Male,34,2,,2,1,0,113089.43,0
12775,15687913,Мухамеджанов,651,Атырау,Female,43,2,142871.27,1,1,0,173498.45,1
12776,15773723,Тестов184,764,Алматы,Male,41,4,133723.43,1,1,1,175072.47,0
12777,15707637,Тестов750,571,Алматы,Male,29,1,,1,1,0,84419.78,0
12778,15668830,Тестов65,587,Астана,Female,33,10,,2,1,1,101617.43,0
12779,15800805,Тестов647,739,Алматы,Male,24,6,,2,0,0,114899.13,0
12780,15696852,Тестов259,535,Атырау,Male,45,3,128770.21,1,1,0,163516.16,1
12781,15693904,Тестов657,696,Атырау,Female,26,8,153656.85,1,1,0,158043.11,0
12782,15781702,Тестов747,634,Атырау,Male,40,5,153537.57,1,1,0,86950.72,1
12783,15702416,Тестов608,765,Атырау,Male,38,6,109153.96,2,1,0,170829.87,0
12784,15750141,Тестов750,705,Атырау,Female,50,4,108308,1,1,0,43496.36,1
12785,15642710,Тестов226,589,Алматы,Male,39,6,,2,1,1,117834.92,0
12786,15746708,Тестов525,732,Атырау,Male,29,2,160761.41,2,1,1,102950.72,0
12787,15583394,Тестов605,547,Алматы,Male,36,9,,2,1,1,60907.49,0
12788,15783338,Тестов122,667,Астана,Male,38,4,,2,1,1,72990.62,0
12789,15797318,Тестов90,646,Атырау,Female,40,3,91091.06,2,1,1,141533.19,0
12790,15671779,Тестов544,678,Алматы,Female,49,7,,1,0,0,52332.85,1
12791,15788183,Тестов606,752,Алматы,Male,28,2,,2,1,0,49829.8,0
12792,15647782,Тестов491,673,Алматы,Male,33,7,,1,1,0,111342.66,0
12793,15775293,Тестов776,696,Атырау,Female,48,7,140931.83,1,1,0,62389.35,0
12794,15722061,Тестов804,692,Алматы,Female,35,6,,2,1,0,182784.11,0
12795,15648858,Тестов532,651,Алматы,Female,42,7,,2,0,1,103970.58,0
12796,15665088,Тестов733,588,Астана,Male,29,1,,2,1,1,126675.62,0
12797,15617304,Тестов396,653,Астана,Male,33,7,,1,1,0,92816.86,1
12798,15708505,Тестов332,729,Алматы,Female,35,7,,2,1,0,142587.32,0
12799,15572428,Тестов392,607,Алматы,Male,39,4,111100.98,1,1,0,169505.83,0
12800,15582892,Тестов298,603,Алматы,Male,34,2,,2,1,0,170518.83,1
12801,15792388,Тестов308,828,Алматы,Female,41,5,,3,1,0,199693.84,1
12802,15642570,Тестов194,633,Алматы,Male,41,5,62389.03,1,1,1,1539.21,0
12803,15771483,Тестов427,687,Алматы,Female,44,6,131344.52,1,1,1,164864.66,0
12804,15754578,Тестов491,697,Алматы,Male,37,2,,2,1,0,9984.4,0
12805,15664754,Тестов253,699,Атырау,Male,34,8,169312.13,2,1,1,181499.77,0
12806,15671172,Тестов831,638,Атырау,Female,45,0,141742.63,1,1,0,85937.52,0
12807,15790067,Тестов293,754,Астана,Male,45,5,111098.45,1,1,1,98820.09,0
12808,15803526,Тестов809,526,Атырау,Female,48,9,67816.72,2,0,1,96423.35,0
12809,15731553,Тестов193,564,Атырау,Male,54,3,106116.56,1,0,0,118913.53,1
12810,15614062,Тестов539,718,Астана,Male,40,3,,2,1,0,54865.52,0
12811,15598846,Тестов717,739,Алматы,Male,35,10,106967.18,1,1,0,183598.77,0
12812,15714240,Тестов502,699,Атырау,Male,40,7,95252.72,2,1,0,169286.79,0
12813,15603328,Тестов199,726,Астана,Male,42,4,,2,1,0,141359.11,0
12814,15707559,Тестов259,730,Астана,Male,30,2,,2,1,0,97938.59,0
12815,15794266,Тестов25,587,Атырау,Female,63,9,128663.9,1,1,0,199992.48,1
12816,15759717,Тестов486,639,Алматы,Male,44,3,,2,1,1,156495.29,0
12817,15662291,Тестов118,612,Астана,Male,35,8,127122.79,1,1,1,77981.61,0
12818,15803378,Тестов156,732,Алматы,Female,40,1,,1,1,1,101089.76,0
12819,15642619,Тестов268,663,Алматы,Female,33,5,,2,1,1,166650.9,0
12820,15794479,Тестов237,696,Алматы,Female,40,2,125977.81,2,1,1,106837.06,0
12821,15715796,Тажибаев,673,Астана,Male,40,8,,1,1,0,93844.89,1
12822,15809057,Тестов382,709,Астана,Female,31,8,,2,0,0,72008.61,0
12823,15726153,Тестов414,653,Алматы,Female,57,9,,1,1,0,180622.02,1
12824,15759872,Тестов100,708,Атырау,Female,36,6,121355.99,1,1,0,158071.69,0
12825,15750447,Тестов756,775,Алматы,Female,34,4,,2,1,0,164040.94,0
12826,15654025,Тестов314,596,Алматы,Male,40,3,,2,1,1,104079.62,0
12827,15682473,Тестов422,520,Алматы,Female,32,4,,2,1,0,120830.73,0
12828,15800784,Тестов388,707,Алматы,Female,34,7,,2,1,1,162428.05,0
12829,15656822,Тестов785,663,Алматы,Male,39,6,,2,1,1,52319.26,0
12830,15660602,Тестов640,545,Астана,Female,36,3,,2,1,0,130789.6,0
12831,15774491,Тестов364,728,Алматы,Female,39,5,,2,1,1,167723.25,0
12832,15768474,Тестов28,803,Алматы,Male,37,9,,2,0,0,132418.59,0
12833,15791111,Тестов271,669,Алматы,Male,31,8,123761.68,1,1,1,126494.82,0
12834,15583073,Тестов216,705,Астана,Female,42,8,,2,0,1,51362.82,0
12835,15703778,Тестов358,714,Алматы,Male,50,10,,1,1,0,114092.52,1
12836,15607526,Тестов493,624,Алматы,Male,38,6,,2,1,0,126144.96,0
12837,15736146,Тестов204,749,Алматы,Female,31,4,,2,1,1,65720.92,0
12838,15618391,Тестов225,659,Алматы,Female,42,0,,2,1,0,152290.28,0
12839,15606076,Тестов624,735,Алматы,Female,44,2,132351.29,1,1,1,174434.06,0
12840,15626135,Тестов635,633,Алматы,Female,32,8,106770.82,1,0,1,53710.23,0
12841,15571065,Тестов643,727,Алматы,Male,36,8,,2,1,1,106977.8,0
12842,15661616,Тестов459,663,Алматы,Female,40,5,,1,1,1,92825.04,1
12843,15636388,Тестов812,749,Алматы,Male,38,7,,2,0,1,160835.3,0
12844,15790314,Тестов649,703,Атырау,Female,40,7,83600.24,1,0,0,145789.71,0
12845,15750055,Тестов348,612,Алматы,Female,32,6,,1,0,0,52301.15,1
12846,15773421,Тестов377,710,Алматы,Female,32,9,,2,1,0,120894.85,0
12847,15781702,Тестов502,812,Атырау,Female,33,8,161807.18,2,1,1,107876.2,0
12848,15682523,Тестов291,735,Алматы,Male,35,1,115777.23,1,1,0,82628.84,0
12849,15738220,Тестов676,516,Алматы,Female,32,9,107716.57,1,1,1,167032.49,1
12850,15591550,Тестов500,710,Алматы,Male,34,6,,2,1,0,103921.43,0
12851,15780409,Исмагулов,706,Астана,Female,34,6,,2,0,1,162689.52,0
12852,15584532,Тестов229,697,Алматы,Male,44,7,,2,0,0,167033.83,0
12853,15631406,Тестов572,607,Атырау,Female,31,9,83600.24,3,1,1,52454.01,1
12854,15681956,Смагулов,587,Атырау,Female,44,1,81564.1,2,1,0,93536.38,0
12855,15798975,Тестов59,634,Атырау,Female,50,6,153537.13,1,1,0,93524.22,1
12856,15784761,Тестов48,639,Атырау,Male,40,9,130483.95,1,1,1,56593.24,0
12857,15700650,Тестов808,694,Астана,Male,45,6,113922.78,1,1,1,182354.46,0
12858,15692631,Тестов255,516,Алматы,Female,36,1,132719.48,1,1,1,40257.79,0
12859,15807525,Тестов126,586,Алматы,Female,34,6,,2,1,0,124872.42,0
12860,15798975,Тестов152,564,Астана,Male,43,2,,2,0,1,158024.1,0
12861,15746737,Тестов726,656,Алматы,Male,62,4,,1,1,1,136909.87,1
12862,15576676,Тестов268,786,Алматы,Female,53,6,,2,1,0,132973.21,0
12863,15708046,Тестов557,726,Алматы,Male,38,2,,2,1,0,9983.88,0
12864,15695301,Тестов171,596,Алматы,Female,60,9,,2,0,1,109688.82,0
12865,15583718,Тестов364,619,Астана,Female,37,5,,2,1,1,87985.2,0
12866,15588854,Тестов592,634,Алматы,Male,47,3,,1,1,0,132673.15,1
12867,15568104,Тестов581,712,Астана,Female,35,7,,2,1,1,11783.1,0
12868,15574072,Тестов712,636,Атырау,Male,49,6,123403.85,1,1,0,154598.58,1
12869,15592761,Тестов770,685,Алматы,Female,39,5,,2,1,1,131249.62,0
12870,15589431,Тестов726,639,Астана,Female,50,3,,1,0,1,47468.56,1
12871,15785547,Тестов580,707,Алматы,Male,38,8,,2,1,1,57320.92,0
12872,15655335,Тестов168,663,Алматы,Female,33,4,133467.77,1,1,1,97782.92,0
12873,15592093,Тестов283,635,Алматы,Male,42,3,129264.05,1,1,0,86099.23,0
12874,15731267,Тестов82,641,Астана,Female,27,6,,2,0,0,185543.34,0
12875,15570194,Тестов62,512,Алматы,Male,39,5,,1,1,0,113046.81,0
12876,15642530,Тестов596,579,Алматы,Male,66,8,139592.98,1,1,1,180622.02,0
12877,15642530,Тестов397,850,Атырау,Male,40,1,131778.66,1,1,0,143096.49,0
12878,15764237,Тестов110,762,Алматы,Male,47,1,134348.57,1,1,1,102566.46,0
12879,15795519,Тестов47,656,Астана,Male,44,2,,1,1,0,94875.04,1
12880,15604792,Тестов310,683,Атырау,Female,45,10,114779.35,1,1,0,71709.12,1
12881,15730295,Тестов599,529,Алматы,Male,33,1,,2,1,1,59864.96,0
12882,15603674,Тестов344,683,Алматы,Male,42,3,,1,1,0,177099.71,1
12883,15637169,Тестов65,821,Атырау,Male,41,9,148051.81,1,1,1,64872.55,0
12884,15673837,Тестов451,528,Атырау,Male,29,1,134740.41,2,1,1,153064.87,0
12885,15802368,Тестов482,678,Алматы,Male,42,10,,1,1,0,82662.73,0
12886,15803479,Тестов214,669,Алматы,Male,35,8,135879.01,1,0,0,80181.12,0
12887,15662662,Тестов542,543,Алматы,Male,26,1,120787.18,1,1,1,139049.24,0
12888,15682528,Тестов149,588,Алматы,Male,37,5,,1,0,0,187597.98,1
12889,15672598,Тестов507,682,Атырау,Female,55,8,114450.32,1,1,0,168816.22,1
12890,15729574,Тестов828,542,Астана,Female,55,7,,1,0,1,174027.3,1
12891,15753947,Тестов709,708,Атырау,Male,41,0,103544.88,1,1,0,199661.5,1
12892,15788686,Тестов456,689,Алматы,Male,31,4,,2,1,0,182944.47,0
12893,15690743,Тестов830,753,Астана,Female,41,0,112896.86,1,1,1,66977.68,0
12894,15758048,Тестов292,607,Алматы,Male,22,4,111359.55,1,0,1,130827.88,0
12895,15653776,Тестов284,637,Астана,Male,42,6,141787.31,1,0,0,38190.78,0
12896,15772030,Тестов50,723,Алматы,Male,36,9,,2,1,1,71139.31,0
12897,15605072,Тестов568,662,Алматы,Male,38,8,,2,1,1,83058.14,0
12898,15778861,Тестов38,681,Алматы,Female,23,1,,2,0,0,172450.04,0
12899,15729377,Тестов716,684,Алматы,Female,31,5,,1,0,1,103901.27,1
12900,15618182,Тестов425,668,Алматы,Male,71,3,,2,0,1,61994.2,0
12901,15767793,Тестов289,478,Алматы,Female,38,5,139840.36,1,1,0,176570.55,0
12902,15592387,Тестов209,850,Алматы,Male,34,4,124736.86,2,1,0,57844.19,0
12903,15747043,Тестов314,651,Атырау,Male,37,8,107553.33,1,1,0,167921.25,0
12904,15624781,Тестов652,732,Алматы,Male,45,3,,2,1,1,178267.07,0
12905,15583394,Тестов512,593,Алматы,Male,38,2,,2,1,1,59103.13,0
12906,15686957,Тестов87,628,Алматы,Male,29,7,,2,1,0,137519.92,0
12907,15622003,Тестов801,603,Атырау,Male,37,5,137593.48,2,0,1,175743.92,0
12908,15790448,Турганбаев,638,Алматы,Female,38,4,,2,1,1,1843.24,0
12909,15618391,Тестов105,646,Алматы,Male,31,4,,2,1,0,146511.2,0
12910,15717893,Тестов268,528,Алматы,Female,34,1,,2,1,1,60552.44,0
12911,15803685,Тестов520,564,Алматы,Male,42,4,,2,1,0,140168.36,0
12912,15659937,Тестов791,658,Астана,Male,27,8,,2,0,1,91366.42,0
12913,15619016,Тестов362,628,Астана,Female,42,4,102954.68,2,1,0,85901.09,1
12914,15696539,Тестов803,701,Алматы,Female,37,2,,2,1,1,89935.73,0
12915,15572360,Тестов298,579,Алматы,Female,53,3,,2,1,1,85746.52,1
12916,15681446,Тестов224,706,Алматы,Male,43,4,,2,1,1,49133.45,0
12917,15643826,Тестов639,735,Астана,Female,28,8,116576.45,1,1,1,152290.28,0
12918,15763431,Бекмурзаев,633,Астана,Male,46,7,,4,1,0,131778.58,1
12919,15660144,Тестов785,806,Алматы,Male,42,6,,2,1,1,126726.33,0
12920,15611762,Тестов315,593,Астана,Male,35,2,100374.58,1,0,1,47775.34,0
12921,15685314,Тестов531,588,Астана,Female,41,2,,1,1,1,121098.65,1
12922,15668943,Тестов307,602,Алматы,Male,42,9,,2,1,0,121542.33,0
12923,15626578,Тестов29,729,Атырау,Male,62,3,114628.3,1,0,1,158027.54,1
12924,15705735,Тестов700,613,Астана,Male,41,5,,2,1,1,132733.89,0
12925,15741865,Тестов65,713,Атырау,Female,39,0,127837.54,2,1,0,58814.41,1
12926,15668943,Тестов502,774,Алматы,Female,42,0,,2,1,0,90876.63,0
12927,15678944,Тестов804,584,Астана,Female,43,2,,2,1,0,115525.15,1
12928,15633897,Тестов507,599,Алматы,Male,40,7,,1,1,1,189392.66,0
12929,15663410,Тестов86,738,Алматы,Female,49,5,,1,1,0,82870.25,1
12930,15666096,Тестов64,850,Алматы,Male,26,2,128707.31,1,1,0,88550.24,0
12931,15809143,Тестов832,729,Астана,Female,38,5,,2,1,0,171668.2,0
12932,15759034,Тестов342,592,Атырау,Male,44,8,102741.15,2,1,0,90876.95,0
12933,15802060,Тестов283,722,Астана,Male,35,8,,2,1,0,90860.97,0
12934,15761654,Тестов800,516,Астана,Male,29,4,,2,0,1,91561.91,0
12935,15753861,Тестов796,633,Алматы,Male,31,6,142989.69,1,1,1,126812.63,0
12936,15707596,Тестов34,644,Алматы,Female,37,7,,1,1,0,51871.95,0
12937,15722478,Тестов633,709,Алматы,Male,35,4,,1,1,1,121451.21,0
12938,15592877,Тестов651,569,Астана,Male,25,7,108711.57,1,1,1,46824.08,0
12939,15750929,Тестов231,755,Алматы,Female,39,9,162038.34,2,1,0,76637.38,0
12940,15662291,Тестов236,466,Алматы,Female,53,9,,1,1,0,164038.07,1
12941,15673529,Тестов589,576,Алматы,Male,44,8,,2,0,0,55857.48,0
12942,15624293,Тестов554,718,Астана,Female,48,10,,2,1,1,140881.2,0
12943,15602909,Тестов433,685,Алматы,Female,36,7,124513.73,1,0,0,85901.09,0
12944,15603743,Тестов542,586,Астана,Female,60,7,,1,1,0,127587.32,1
12945,15794849,Тестов58,651,Астана,Female,50,8,,2,1,1,171681.86,0
12946,15672600,Тестов464,561,Атырау,Female,37,4,123599.49,2,0,1,126726.33,0
12947,15732610,Тестов718,679,Алматы,Female,30,1,,2,1,1,56908.41,0
12948,15777584,Тестов543,658,Астана,Male,24,7,,1,0,1,94875.03,0
12949,15620756,Тажибаев,651,Алматы,Female,26,8,,2,1,0,152944.39,0
12950,15715667,Тестов42,523,Алматы,Male,30,7,153548.11,1,1,1,146895.86,0
12951,15690670,Тестов736,582,Алматы,Male,33,9,,2,1,0,81482.6,0
12952,15780989,Тестов574,628,Алматы,Male,29,7,,1,1,0,25950.49,1
12953,15660147,Тестов790,621,Астана,Male,26,4,126601.72,2,1,0,107035.39,0
12954,15753874,Нурпеисов,743,Алматы,Male,39,6,,1,1,1,111241.37,1
12955,15789924,Тестов162,724,Алматы,Female,42,9,,1,1,0,79691.4,1
12956,15619608,Тестов292,598,Алматы,Male,45,6,,2,1,1,171867.08,0
12957,15728167,Тестов95,633,Алматы,Male,22,6,133676.65,1,1,1,170518.83,0
12958,15680167,Тестов266,691,Алматы,Female,35,7,,2,0,1,160828.98,0
12959,15771442,Тестов697,678,Астана,Female,44,5,,2,0,1,48505.1,0
12960,15797960,Тестов656,592,Атырау,Female,36,8,139532.55,1,1,1,177065.24,0
12961,15572547,Тестов675,742,Алматы,Male,36,6,139979.04,1,1,0,64849.74,0
12962,15596863,Тестов312,850,Астана,Male,48,9,135962.4,1,1,0,72969.9,1
12963,15632210,Тестов329,645,Алматы,Female,42,1,105563,1,1,0,156045.92,1
12964,15774738,Тестов696,449,Атырау,Male,54,5,141556.55,3,1,0,133086.45,1
12965,15809800,Тестов614,711,Алматы,Male,49,3,,2,1,1,156774.75,0
12966,15716491,Тестов736,709,Алматы,Male,42,6,,2,1,1,70849.47,0
12967,15806447,Тестов691,753,Атырау,Male,41,1,143926.2,3,1,0,174094.24,1
12968,15649239,Тестов655,752,Алматы,Male,39,6,,2,1,0,121863.81,0
12969,15698031,Тестов344,638,Алматы,Female,30,6,,2,0,0,60905.51,0
12970,15641181,Тестов600,661,Алматы,Male,38,6,,2,1,1,66799.28,0
12971,15583591,Тестов54,756,Астана,Female,36,9,,2,0,1,55470.78,0
12972,15771749,Тестов383,633,Алматы,Male,36,5,,1,1,0,131919.48,0
12973,15702571,Тестов454,667,Алматы,Female,33,9,123894.43,1,0,0,177025.79,0
12974,15606861,Тестов184,745,Астана,Female,36,4,,2,1,1,160529.71,0
12975,15596962,Тестов431,645,Атырау,Female,50,1,118633.08,1,1,0,93717.55,1
12976,15694879,Тестов618,554,Атырау,Male,34,3,181821.96,2,1,1,56905.38,0
12977,15615142,Тестов489,718,Атырау,Male,42,5,139480.18,2,0,0,158046.57,0
12978,15659475,Тестов807,685,Астана,Female,46,7,,2,0,0,66548.58,1
12979,15681332,Тестов435,603,Алматы,Male,43,5,150720.39,1,1,1,90821.66,0
12980,15653595,Тестов518,573,Алматы,Male,30,8,,2,1,0,79997.14,0
12981,15651369,Тестов827,677,Алматы,Male,34,8,,2,0,1,139410.08,0
12982,15803750,Тестов216,663,Астана,Male,42,6,,1,1,0,156660.21,0
12983,15656592,Тестов581,605,Алматы,Male,30,7,,2,1,0,131736.23,0
12984,15762218,Тестов812,706,Алматы,Female,26,2,,2,1,1,85522.34,0
12985,15680399,Тестов124,619,Астана,Female,38,5,107784.65,1,0,0,143681.85,0
12986,15665438,Тестов419,588,Алматы,Male,37,2,,2,1,1,126726.33,0
12987,15622454,Тестов833,724,Алматы,Female,29,6,,2,1,1,97938.59,0
12988,15805627,Тестов681,627,Алматы,Female,37,4,122347.86,2,0,0,54954.51,0
12989,15771855,Тестов178,716,Алматы,Male,33,5,,2,0,1,168035.62,0
12990,15784097,Тестов305,588,Алматы,Female,48,6,,2,0,1,76515.66,0
12991,15662901,Тестов678,850,Алматы,Male,44,8,98955.87,1,1,0,83617.17,0
12992,15796071,Жаксылыков,552,Алматы,Male,36,9,69311.47,1,1,0,94711.43,0
12993,15791342,Тестов317,811,Атырау,Female,42,2,154970.54,2,1,1,48421.4,0
12994,15786539,Тестов210,676,Атырау,Male,42,9,123372.3,2,0,1,169952.82,0
12995,15574071,Тестов181,667,Алматы,Male,49,9,,1,1,0,138526.96,1
12996,15758813,Тестов498,656,Астана,Female,41,8,,1,1,0,59864.96,0
12997,15587913,Тажибаев,684,Алматы,Female,39,5,,4,1,0,121763.92,1
12998,15671209,Тестов822,634,Астана,Male,35,4,,1,0,0,110527.71,0
12999,15734987,Тулегенов,686,Астана,Male,33,2,,2,1,1,91514.62,0
13000,15807003,Тестов202,748,Астана,Male,36,5,,2,1,0,119903.2,0
13001,15572408,Тестов786,678,Астана,Female,31,8,,1,1,1,149536.15,0
13002,15591283,Тестов176,738,Алматы,Male,30,4,,2,1,0,183318.79,0
13003,15682540,Тестов258,593,Алматы,Male,29,1,,2,0,1,97908.02,0
13004,15705860,Тестов818,673,Астана,Female,38,9,132578.92,1,1,1,164967.21,0
13005,15604732,Тестов464,653,Атырау,Male,53,5,124954.94,1,0,1,161064.29,1
13006,15791769,Тестов417,651,Алматы,Female,35,9,,2,1,1,163830.64,0
13007,15653937,Тестов676,689,Атырау,Female,47,3,103522.05,1,0,0,93835.64,1
13008,15677305,Тестов203,561,Алматы,Female,61,9,,1,1,0,158973.77,1
13009,15596914,Тестов509,765,Атырау,Male,43,7,137523.02,1,1,0,50610.62,1
13010,15791925,Тестов55,769,Алматы,Female,34,9,121863.61,1,0,1,105568.4,0
13011,15595728,Тестов659,632,Астана,Male,34,6,,1,1,0,168034.9,0
13012,15572408,Тестов788,568,Алматы,Male,37,8,,2,0,1,158974.85,0
13013,15655410,Тестов48,793,Алматы,Male,37,7,,1,1,0,82298.59,1
13014,15591036,Тестов531,652,Астана,Male,28,5,,2,1,0,80587.27,0
13015,15617486,Тестов656,706,Алматы,Female,36,8,83568.26,1,1,0,73977.23,0
13016,15658946,Тестов717,746,Атырау,Male,39,9,152056.65,1,1,1,182055.36,1
13017,15628947,Тестов643,684,Астана,Male,21,2,71264.02,1,1,1,112979.6,0
13018,15711572,Тестов317,711,Алматы,Male,31,4,,2,1,1,137519.92,0
13019,15806433,Тестов416,520,Алматы,Male,28,1,,2,1,1,172939.3,0
13020,15594864,Тестов126,754,Алматы,Female,35,2,144837.79,1,1,1,164967.21,0
13021,15576723,Тестов820,841,Астана,Male,24,3,,2,1,1,180712.52,0
13022,15796787,Тестов317,731,Алматы,Female,48,9,,1,1,0,133086.45,1
13023,15592025,Тестов186,678,Алматы,Male,33,9,,1,1,1,62722.44,0
13024,15714087,Тестов388,579,Алматы,Female,29,4,,1,1,1,173365.89,0
13025,15606901,Тестов306,597,Алматы,Female,49,6,,2,1,1,173498.45,0
13026,15756920,Тестов714,529,Атырау,Female,51,1,115144.68,1,0,1,107964.36,1
13027,15759733,Тестов256,754,Алматы,Male,43,5,156948.41,1,1,1,126153.24,0
13028,15712199,Тестов518,722,Алматы,Female,54,7,111095.55,1,1,1,122221.71,1
13029,15693817,Тестов484,636,Алматы,Male,46,9,,1,1,0,152567.75,1
13030,15756070,Тестов412,719,Астана,Male,34,5,,1,0,0,114083.73,0
13031,15775307,Тестов111,658,Алматы,Male,38,4,,2,1,1,182728.8,0
13032,15690695,Тестов72,569,Алматы,Male,49,0,,1,0,0,126565.84,1
13033,15756070,Тестов175,804,Астана,Female,29,2,185891.54,2,1,0,83058.14,0
13034,15704053,Тестов371,577,Алматы,Male,37,10,,1,0,1,164038.07,0
13035,15795586,Тестов793,651,Алматы,Female,27,4,,2,1,0,94739.2,0
13036,15796969,Тестов132,703,Астана,Female,33,4,92347.96,2,0,1,171837.06,0
13037,15806081,Тестов312,679,Алматы,Female,35,9,,2,0,1,93820.49,0
13038,15734999,Тестов320,627,Астана,Male,50,3,,1,1,1,181850.74,0
13039,15651585,Тестов111,709,Алматы,Female,31,8,,2,0,1,123583.85,0
13040,15624781,Тестов561,686,Алматы,Female,41,4,,2,1,1,87822.14,0
13041,15748042,Тестов368,725,Алматы,Male,31,6,,2,0,1,138881.11,0
13042,15750765,Тестов36,639,Астана,Female,34,7,,2,1,1,115700.2,0
13043,15592773,Тестов366,788,Алматы,Male,33,4,,2,1,0,148811.02,0
13044,15741921,Тестов483,572,Астана,Male,45,6,,2,0,1,173495.77,0
13045,15776433,Тестов553,670,Алматы,Female,57,4,,1,0,0,113909.66,1
13046,15721469,Тестов528,607,Астана,Male,31,2,,2,1,1,49418.87,0
13047,15763073,Тестов125,651,Астана,Female,32,8,173962.32,1,1,0,167033.83,1
13048,15653572,Тестов833,584,Атырау,Female,40,0,127864.4,1,1,0,72678.75,0
13049,15607312,Тестов40,773,Атырау,Male,31,9,117035.89,1,0,0,177747.03,0
13050,15634180,Тестов671,624,Алматы,Female,31,5,,2,1,0,123882.73,0
13051,15716781,Тестов629,696,Алматы,Female,38,4,133628.07,1,1,1,61315.37,0
13052,15706005,Тестов647,591,Алматы,Male,41,4,,1,0,0,101699.77,0
13053,15724563,Тестов111,598,Алматы,Male,38,7,,2,0,0,115779.48,0
13054,15632263,Тестов162,749,Атырау,Male,43,9,131629.17,1,1,0,117632.63,0
13055,15703544,Тестов638,587,Астана,Male,39,8,,2,1,0,57905.25,0
13056,15579891,Тестов677,695,Алматы,Female,37,6,,2,1,1,83419.15,0
13057,15574324,Жанабаев,598,Астана,Male,49,1,,2,1,1,170980.86,0
13058,15671610,Тестов649,629,Алматы,Female,28,4,,2,1,1,80190.36,0
13059,15626135,Тестов738,678,Алматы,Male,43,8,,2,0,1,131283.6,0
13060,15730590,Тестов766,585,Алматы,Female,38,3,,2,1,1,133672.61,0
13061,15686885,Тестов504,667,Алматы,Female,47,2,,1,0,0,175347.28,1
13062,15784320,Тестов799,744,Атырау,Male,28,6,122552.64,1,1,0,47856.78,0
13063,15804052,Тестов614,708,Атырау,Male,36,6,54428.37,1,1,1,69381.05,0
13064,15691808,Тестов413,754,Астана,Female,31,7,,2,1,1,148814.54,0
13065,15624188,Тестов542,515,Алматы,Female,22,2,,2,0,0,170968.99,0
13066,15594812,Тестов629,748,Астана,Female,35,5,,2,1,0,169915.04,1
13067,15574324,Оразбеков,636,Алматы,Female,44,4,113574.61,1,1,1,75732.25,0
13068,15591036,Тестов473,633,Алматы,Female,28,2,,1,0,0,16894.42,0
13069,15771749,Тестов357,678,Атырау,Male,31,1,123757.52,1,1,0,49828.8,1
13070,15734659,Тестов544,753,Алматы,Male,31,0,84474.62,2,1,0,92748.54,0
13071,15788448,Тестов534,705,Астана,Male,37,6,,1,1,1,166677.55,0
13072,15593636,Тестов230,670,Астана,Female,32,3,122031.55,1,0,0,97767.63,0
13073,15768449,Тестов631,741,Астана,Male,36,7,,2,1,0,76544.9,0
13074,15768471,Тестов245,657,Атырау,Female,55,1,120233.83,1,1,0,113469.65,1
13075,15675896,Тестов832,627,Алматы,Female,36,7,,1,1,1,149614.17,0
13076,15625916,Тестов689,830,Астана,Male,46,8,,2,1,0,174431.01,0
13077,15633059,Тестов780,763,Алматы,Male,30,0,,2,1,1,57531.14,0
13078,15782236,Тестов27,577,Атырау,Male,49,6,121890.06,2,0,1,157905.97,0
13079,15652914,Тестов218,571,Алматы,Male,33,2,,2,1,1,155799.86,0
13080,15638963,Тестов53,648,Алматы,Male,36,6,,1,1,1,74846.67,0
13081,15736287,Тестов53,504,Атырау,Female,36,8,109564.1,2,1,0,137720.56,1
13082,15673591,Тестов449,559,Астана,Male,35,1,115532.52,1,1,1,147803.32,0
13083,15779743,Тестов832,707,Алматы,Male,36,6,,2,1,1,79458.12,0
13084,15751710,Тестов86,756,Атырау,Female,30,3,118711.57,1,1,1,97932.68,0
13085,15626578,Тестов465,559,Алматы,Female,32,3,92466.21,1,1,0,138882.98,0
13086,15642585,Тестов672,705,Алматы,Male,29,7,,2,0,0,146516.86,0
13087,15702566,Тестов511,526,Астана,Male,35,4,,2,1,1,171060.01,0
13088,15593365,Тестов607,619,Алматы,Male,40,2,,2,0,1,134794.02,0
13089,15795895,Тестов281,646,Алматы,Male,39,8,,2,1,1,91711.66,0
13090,15662571,Тестов225,597,Атырау,Male,35,4,148042.97,1,0,0,145562.4,0
13091,15591489,Тестов373,571,Атырау,Male,45,5,131778.08,1,1,0,101397.86,0
